dbn,comments
21K329,[]
21K468,"['is there an open house for parents of junior high school students who are interested in their child possibly attending your high school?', 'Does this school have lockers\n', 'Is this school good I want to go to it next year\n']"
21K690,"['Schools Chancellor Carmen Fariña <a href=”http://schools.nyc.gov/Offices/mediarelations/NewsandSpeeches/2015-2016/College+Access+for+All+-+High+School.htm”>announced</a> that Brooklyn Studio Secondary School will be one of the first 100 schools in the city to participate in College Access for All. Schools in this program will receive $3.5 million in direct funding to help ensure that students graduate with clear college and career plans by 2018.', 'I live in district 17 will i be able to come here for 8th grade?', 'no']"
22K014,"['good morning', ""Dear Ms. Maffeo,\n\nThe experience was rich at Shellbank.  I have no complaints from the teachers who started working with Emanuel in the sixth grade.  They were awesome.  And to have two of them in the seventh was simply awesome.  While his final year was a challenge he rose to the occasion because Dr. Gill, Ms. Gonzales, and others were not having it.  Especially Ms. Gonazales who seem to understand much of Emanuel's needs.\n\nAt first I was so skeptical because of the distance and the location but I have found that some of the best teaching is areas where you least expected.  Well, enough of that.\n\nSummer Emanuel got into The Trio program which will mentor him throughout his high school years.  I am grateful because it takes some of the pressure off of me worrying about this journey.  However, I plan on being as active as I can to support.\n\nWell enough your summer and come back ready to begin a new school year with joy and excitement.  Our children need you.\n\nGlenn McMillan, DMA"", 'Shell Bank has come along way since I was a student there many years ago. When I attended the school, there were 1500 students enrolled. Today, there is less then 600 which gives it a family and strong community feel. The teachers and staff know all of the students by name and are able to give each student the attention he/she needs. My daughter graduated this year and her experience has been positive. She made friends throughout her journey and was taught by amazing teachers. If parents and guardians are looking for a middle school, I highly recommend Shell Bank!', ""Thank you for your kind words about Shell Bank. We do our best to make sure our students' needs are met academically and socially. We hope high school is going well!"", 'Hi Mrs Turchiano yes! High school has been a great experience so far for Tyla. She received her first report today and passed all of her classes! We miss Shell Bank, the faculty and staff!!', ""My son went to IS 14 and my daughter is still going there. She's going to be in 7th grade on September.  Shellbank is a very nice school. All the teachers and staff  are welcoming and friendly. They do their best to help the kids."", 'We are so happy that you are happy! I hope 7th grade is going well!', 'My son started IS 14 this past school year. He did extremely well thanks to all the school support & staff that aided in his education. I can’t stress how wonderful this school is. I’m so glad I made the decision to put my son in this school. Teachers, parent coordinator, aides, counselors were always available if I had any concerns regarding my son.  I’m sad this school dsnt go to 12 grade.', 'We wish we could keep our students to 12 grade too! We build such a bond with them and we love when our alumni come back to visit us and tell us that they were well prepared for High School.', 'Shell Bank has joined a number of schools in offering comfort dogs trained by Mutt-I-Gree to support students in the classroom, writes <a href=""https://morningbellnyc.com/2018/11/13/joining-the-pack/"">The Morning Bell</a>.', 'Shell Bank posted a video with students saying what they like best about the school: The teachers.\n\nhttps://www.youtube.com/watch?v=3AtXrjTRB_E', 'Shell Bank uses ""comfort dogs"" to teach ""empathy, cooperation, self confidence and other life lessons.""\n\nhttps://www.chalkbeat.org/posts/ny/2018/10/29/after-this-school-launched-new-york-citys-first-comfort-dog-program-others-joined-the-pack/', 'My daughter has been going to Shell Bank for two years.  She likes it better than my other daughter, who is at Cunningham, likes her school!  The school has a small, community feel to it and good instruction.  I am really pleased.  I would like Inside Schools to do a new review...the one online is old, completely dated, and pretty terrible!', ""I love Shellbank it's a great school I'm going to 7th grade my 6th grade teacher was Ms.MATHEW She was the greatest teacher of all all y'all people that's saying Shellbank I bad school y'all just lying y'all think it's bad just bcuz it's near the projects please as long as there teaching u something then it's a good school be grateful u little brats"", 'I was a student at shell bank through Sept. 2007–2010. The academic rigor at this school was really horrible and the teaching quality was poor and inconsistent. Between class periods when students were transitioning, there was always a loud riot in the hallway, every period, every day. It was like rikers, and so was the lunchroom. The deans did nothing to stop the chaos in the lunchroom, and it eventually got to the point where we had to spend the 1st fifteen minutes of the lunch period in the auditorium. I am not sure about now though. The deans did nothing but yell. I read a current quality review report of the school and the school is doing much better.']"
22K052,"['<a href=""https://www.amny.com/news/muslim-hate-crime-brooklyn-1.32607326"">AMNY</a> reports that the police have arrested the man who spray-painted anti-Muslim messages on PS 52.', ""I'm the parent of a 2nd grader in the G&T program at P.S. 52 and have been happy with the school. Principal Alvarez unfortunately won't be at the school next year, but I think he has breathed new life into what has always been a good neighborhood school. Mr. Alvarez is a big supporter of the Arts and expanded the Arts curriculum, and he also got the school to focus more on Technology. The school is safe, the curriculum is varied, and Barbara Warner, the Parent Coordinator, is amazing, My daughter has gone on some wonderful trips with the school (to Carnegie Hall, to the New Victory Theater, to Historic Richmond Town, just to name a few), and she loves going to school every day. We hope to be sending our son to kindergarten there next year (he's on the waitlist). I hope insideschools visits the school again, updates its review, and makes this school a Staff Pick."", 'I am Levi Goddin and i used to be a student in PS52. I miss this school so much, i wish i could spend 6th grade there but sadly i cant... If you live in new york, sheepshead bay, then i highly recommend you to have your son/daughter to go spend there childhood there. The staff is really nice, the classmates/students are awesome and cool, and the food is not that bad! I know the staff like they are my family and i hope that someday i can go visit that place very soon... Thank you for taking your time to read this comment.', 'In the Department of Education’s November 2014 Principal Notes, Chancellor Fariña gave a shout out to Principal Rafael Alvarez for his work encouraging school engagement as the new principal of PS 52.', ""Hi, when you said special ed in the 70. Do you mean 1970? I knew a Patricia Dean who passed away last year. She was in her 70's""]"
22K078,"['When I went to Roy H man I never got good vibes people are so problematic when a fight happened no one cared and took action. When drama happened know one cared the teacher or staffs don’t do a thing. Cause they don’t really take action in anything. I’m telling you that school is bad.', 'I am currently in 6th grade and so far it is a amazing school I like everything about it the teachers are awesome they answer any one of your questions and overall the school has changed from bad to good which is a change I like and I hope it can stay this way', 'I can agree the school was bad in the past 5 years. But when Mr. Cusumano was elected principal I can be safely assured that the school has changed.\nThe bad comments have stopped! I love Roy H. Mann ( I love iReady and Achieve 3000 ! )']"
22K109,[]
22K119,"['Went on a school visit recently, PS 119 appears to be a very accommodating and warm school. The staff were friendly and accommodating not just to me as a prospective parent but to each other and that speaks volumes! Kids seem engaged with what appears to be long tenured staff. Recess time is quite subdued which is quite an anomaly.  It is not a modern school but the staff  appears collaborative and the school does try to incorporate various enrichment activities for the kids (outside of the typical once a week art and/or music); although not as much as other schools with higher parental involvement and stronger PTAs but there is a effort and that is important.']"
22K134,"[""Hello, \nAll the parents' reviews on PS 134 are from 4 years ago. I would greatly appreciate if someone who currently has kid in this school could leave some comments. \nThank you!"", ""I'm curious about the history of this school.  I was a kid here in the 60's, but this school was not PS 134 then, but rather Midwood HS Annex.  Too bad, because it was only a Block from my House, and I had to go to PS 179, which was about a 1/2 mile away.  Played lots of stickball, Baseball, and hoops in the schoolyard later on, but see that the schoolyard is filled with buildings now.  When did that happen?  Thanks."", 'I wonder what this school hides inside? it does not allow parents to visit the school, and this site says it declined requests for visits. can someone please explain the idea behind this strange policy?', 'It does allow parents to visit. I did a tour last year. They will also have one this year probably in December.', 'The tour is scheduled for January 5, 2015, 9am. Call school to register.', 'The PA has a website:  http://www.ps134pa.com/', 'i wanna visit this school i went here lat year', 'I used to go to this school from 1st to 5th grade like 3 years ago , is there a way that I can go and visit this school again ?', ""Hello Alan - I too attended PS 134 and graduated when you did. I believe we were in the same class as I can recall your name. Was it Mr. Ostrow's class or Mrs. Benjamin's? So far now back and not all of the memories are clear enough. Do you recall Susan Feldman, Ray Jabick, Herbie Robertson, Stewart Kaplan, Robert Lipkin, and others I can still recall. Yes I agree with you, PS 134 was a special place with it's wonderful teachers, the staff as well with Mr. Ott in maintenance and even the lunchroom ladies in the earlier years before we walked home for lunch time. Surprised to see PS 134 back there on 18th Avenue but, I welcome its return as a public school and a vestage of our past. - David Schneider"", 'Could you tell me please how was your experience in the upper grades? Is your daughter still in this school? \nThank you!', 'Could you please post an update on the school? It would be greatly appreciated!\nThank you!', ""Sure! My daughter is in 3rd grade now, and my son is in kindergarten--and I'm now the president of the Parent Association, so I'm not entirely unbiased :). Feel free to write me at paofps134@gmail.com with any specific questions. In general, we're very happy at the school. The teaching is strong, the atmosphere is warm and welcoming, and parent involvement is small but growing."", 'Thanks so much Natasha! I will definitely send you an email soon!']"
22K139,"['My son came home yesterday and told me that his lunch teacher blew a whistle at the class and he had to cover his ears because it was so loud. My older daughter backed up his story that the lunch teachers all blow whistles in the cafeteria. Why are grownups blowing whistles at little kids? And so close that they have to cover their ears? This is an elementary school, not an army or prison! Who approved this as how to treat  little kids? If this is ok with the administration I have second thoughts about sending my kids back next year.', ""My oldest son is about to start second grade and my youngest is about to start pre-K here.  We have been thrilled with my oldest's experience at this school.  Like another poster below we turned down a G+T spot in another district (they're thin on the ground in this district if you don't live further down in Midwood), and hoped the value of a neighborhood school and the commuting saved time would outweigh any weakness in the academic instruction.  We needn't have worried.  He has been challenged and interested since day 1, has become passionate about Chess, competing regularly in the national-class program run by Mr. West (expanding dramatically this year), and he's made great friends.  He's in the dual-language program and his teachers so far (Ms. Gioia and Ms. Colina) have been fantastic.   Principal McDonald was outside the school gates on our first day to greet each new student and has been a warm and responsive head ever since.  \n\nThis site gets a lot of traffic but not a lot of comments.  As you read down this list you quickly get to 5 year old complaints that don't have any bearing on the school we've experienced.  I understand the closing of the mini-schools was controversial at the time - and I imagine I might have been conflicted were we parents at the time.  As someone who's only seen the combined school however the result is a cohesive, diverse school that's a great reflection of and advert for the neighborhood."", ""My son is a Kindergartner in Ms. Zafra's dual language class.  In our school search last year we looked at multiple programs at charter, public and private schools across  several Brooklyn neighborhoods.  We chose PS 139 not only because we think it's important to invest our time and collaborative energy in our local zoned school but also because we found that the school environment and philosophy is aligned to what makes young learners thrive: a child focused environment that is both  progressive and collaborative.  When I went for a tour and a classroom observation at PS 139 back in Spring 2016, I found a welcoming atmosphere where children felt special and parents were engaged as partners in building a positive culture.  Every classroom that I saw that day and since our enrollment this past fall is characterized by collaborative learning and small group instruction.  Teachers are energetic and professional.  They do not prioritize standardized testing but they do use intentional assessment so that they can differentiate instruction.  Teachers meet kids where they are so that they can develop confidence and grow.  Since joining the School Leadership Team, I have learned that enrichment through purposeful play, arts, movement, and the sciences are a school-wide priority.  Teachers integrate play, inquiry and creative expression through the core subjects (Math and Literacy) and every class schedule features at least one enrichment activity taught by a specialist every day.  There is an active core of diverse parents who serve on various committees as leaders and key decision makers in conjunction with teachers, counselors and administrators.  Parents collaborate to drive in external resources through grants and donations as well as lead community events and celebrations.  3 months into kindergarten, my son has a big roster of friends who speak multiple languages and he is embracing the challenge to become bilingual himself.  This December, he is obsessed with the sequential story telling skills he is practicing in his Reader's Workshop.  He is also singing in Spanish and learning to solve problems with pictures and logic.  I was worried that his profound love of play and his curious nature wouldn't be nourished in a large classroom....that he would be lost.  So far, I find that he is flourishing.  His teacher is keenly aware of his strengths and challenge areas and is always willing to give me a summary or a quick anecdote at the end of the day.  We have about 15 minutes of homework each day.  Just enough for me to connect to what he is learning and help reinforce some good learning habits at home.  In addition to teaching children to read, write and speak in 2 languages, Ms. Zafra uses a progressive games based math program and makes sure that there is a purposeful play period that integrates hands on social studies and science exploration.  In summary, my son is having fun while learning in a caring environment.  I would recommend this school to every parent who wants their child to develop a strong sense of empathy, appreciation for diversity and a lifelong zest for learning."", ""This is my daughter's 4th year at ps 139 ( started in preK-she's in 2nd grade now.) We really like the school and the community.  She enjoys learning and going to school. We love the clubs and her teacher's every year have been great.  I have found the administration to be caring and helpful. When we had a issue last year the school and the assistant principal for her grade helped us navigate through it.  The school welcomes active parent involvement and the PA is great, and all the events, ranging from Harvest Fest to curriculum nights are always so fun! They emphasis physical activity and play with going outside everyday for a recess period, and every day of the week my daughter gets a different specialized class be it science, dance, music, or gym.  "", ""I am the parent of a student at PS 139, and I do not recognize the school in this review and in the comments.  We have had a very positive experience at PS 139.  We actually turned down a G&T spot at another district school in favor of PS 139, even though the mini-schools have been discontinued for incoming students.  \n\nThe school has a very strong community, and I appreciate that the principal is very present and attentive. I'm also pleased with my child's progress and I feel that he is being challenged. He LOVES school. He has joined the chess club and is in one of the many after-school programs on the campus.  As a working parent, I appreciate the excellent after-school options and the flexible schedule of PA meetings.  There are many opportunities and invitations to be involved in the classroom for parents who are able.\n\nPS 139 has had low test scores, as this review mentions. However, the school saw a huge improvement in 2015-2016, and I feel that things are moving in the right direction.  Academics receive a lot of focus in the classroom, but not at the expense of play, exercise, or field trips.  \n\nI am so grateful for this school community, and encourage other parents to tour PS 139 and talk to community members about their experiences with this outstanding school."", 'My daughter is a current student at 139.  I find it to be a warm, welcoming and diverse environment.   Her classroom teacher is fantastic. She\'s kind, progressive and places a strong value on play. The classroom is big and bright. It\'s filled with books, blocks, artwork and student writing. I\'ve been impressed by the approach to reading and writing. Students are encouraged to be ""brave"" readers and writers. They\'re taught to put themselves out there to try and spell a word and not worry if it doesn\'t look like adult spelling.  This approach works well for my daughter, who in the past has been hung up about making mistakes.  I also like that it acknowledges this type of learning can be difficult and scary for kids, and empowers them to be strong together.\n\nOutside the classroom, each week my daughter has science, dance, art, music and gym.  All children go outside for recess first and have lunch after.  Parents are encouraged to participate in classroom activities.  It\'s not yet December and there\'s already been three invitations to take neighborhood walks with the kids (for example to study trees, or look for geometry in the ""wild""), a visit to a firehouse and a field trip to a farm. Once a month, there\'s a Family Visit day, where parents may sit in on an hour of class or activity. There was a Thanksgiving show (kindergartners singing and dancing! The cuteness!) and a classroom feast for kids and families.\n\nDespite lousy reviews here, we were hopeful about sending our daughter to 139 based on the feedback of a few friends and a promising school tour. It has surpassed our expectations and then some--we feel so lucky to be a member of this community and to have found such a great and caring school for our daughter.', 'Through the district\'s participatory budgeting process, <a href=""https://www.dnainfo.com/new-york/20160419/prospect-lefferts-gardens/school-upgrades-new-barbecues-dog-run-win-funding-flatbush"">DNAinfo reports that</a> PS 139 will receive funds to upgrade the school\'s computer lab.', 'Hi  ms.halpern it is Caleb  I am going to give in the soda for the science fair', 'Hi', 'I removed my daughter from this school after I noticed the minischool was almost 100 percent white, and the regular school was minority race, also newletter sent home to parents where both minischool were named while they refer to the regular school as all other students, if they gonna use name there should be 3 academies and not two.  Christmas events were held separately even though its one school, after I brought this up with the office staff my child was suddenly accepted in the brotherhood academy. There is really little leadership at this school with teachers complaining all the time..how can you lead children when you cant even lead your team and the worst part is if you want to get the school you better have the teacher number cuz this phone was out of service forever and if the number was changed it was not sent home to the ""other students"" parents. I have a 4th grader still attending and only decided to keep him there for stability reasons.', ""This link told me all I needed to know.  http://www.bob-schwaber.com/UFT/PrincipalMaryMcDonald.html  This woman seems to be arrogant and ignorant at the same time.  I'm not hearing the other side, but what defense could their be?  Sounds like a disaster waiting to happen!  I hope the parents, teachers, and suffering children are saved from this monstrous situation ASAP!"", 'Wish I had saw this link before enrolling my daughter in kindergarten and then had to remove her..thanks for posting!', 'PS 139 will no longer accept kindergarten applications to its gifted and talented program, SOAR. Principal Mary McDonald says the decision was made to boost diversity. Read more <a href=""http://www.nydailynews.com/new-york/brooklyn-school-cutting-gifted-program-boost-diversity-article-1.1595864"">here</a>.']"
