dbn,comments
25Q022,"['A Spanish program will begin at PS 22 Thomas Jefferson in the fall, as reported by the <a href=""https://jacksonheightspost.com/city-to-add-bilingual-language-programs-at-14-queens-schools-this-fall"">Jackson Heights Post</a>.', 'NYC gathered about 40 teachers this summer to help update its social studies course outlines for kindergarten through 8th grade to match the new state framework. “It’s about giving them activities that deepen their understanding,” said Powers, who teaches second grade at P.S. 22 in Queens. Read more <a href=""http://ny.chalkbeat.org/2014/09/24/tests-or-no-tests-farina-says-social-studies-is-not-optional/#.VCmZ00tjcdt"">here</a>.']"
25Q024,"['PS 24 in Flushing moves to a new building in September 2018 to address overcrowding in the district,<a href=”http://www.qchron.com/editions/north/ps-in-flushing-to-get-new-building/article_89752cd5-9c7a-5b0c-be53-8d92baca41db.html”>the Queens Chronicle reports</a>.', 'Aleksey Shats, 3rd grade special education teacher at P.S. 24 Andrew Jackson, is one of the 17 recipients of the 2016 Big Apple Award. The Big Apple Award is a citywide recognition program that celebrates the incredible work of New York City public school teachers.  Read more <a href=""http://schools.nyc.gov/Offices/mediarelations/NewsandSpeeches/2015-2016/Chancellor+Fari%C3%B1a+Announces+Winners+of+the+2016+Big+Apple+Awards.htm"">here</a>.']"
25Q025,"['IS 25 Adrien Block is reported to begin using the Amplify Science curriculum for the upcoming school year. Amplify curriculums are designed to align with a national framework and <a href=""https://www.chalkbeat.org/posts/ny/2019/07/08/amplify-science-is-the-new-core-curriculum-in-nyc-middle-schools-heres-what-teachers-and-others-are-saying-about-it/?utm_source=newsletter&utm_medium=email&utm_campaign=cb_bureau_ny"">Chalkbeat</a> finds mostly positive reviews from New York City schools that have already started implementing Amplify\'s curriculum.', ""Went to visit the school since I graduated last year to see my teachers but got turned away by the security guard who said that high school student visits are not allowed due to classes being held and that we should visit afterschool. That was the worst reason to turn a visitor away for most teachers already have plans after school and it's never been said that visitors were not allowed. During my time at that school, during school hours we had a lot of visitors, and they were college students and the such and they were not turned away. Heck, they didn't even have the guest sticker meaning that the security guards let them pass through. I honestly wasted my time waiting outside in the cold for an hour. Tried calling multiple times but each and every call led to a voicemail. I can definitely say I'm not visiting ever again, no matter how much I want to see my teachers, it isn't worth all the trouble to try to see them. The security nowadays really disappoint me"", 'BTW For everyone the school has a very small budget and has many budget cuts and FOR PAST STUDENTS, I want to inform you that Mrs.Podemski died last in the night while sleeping form a heart attack, She will be missed but the sad part is the school got a plaque but it was misspelled and here family came here all that way from California to witness this for the memorial, the school should be ashamed for that heck they never even put up a replacement plaque when i came back for school next year checked and it was gone at least the rest of the memorial was great and was full of many bright words which are engraved in my heart and her families and many other past fellow students', '2005 - 2007 graduate. when i went to i.s. 25 bullying wasn\'t the biggest problem there were the fights fights afterschool, the cool kids smoking cigarettes hanging out afterschool, and the making out at the staircase. but smoking weed in the playground at recess. WOW that\'s new... when i went there the school had a afterschool program and they had a all sort of clubs. i was in the bboying(break dance) club. the counselor that time was rachel (forgot her last name) and Mr. Decosta. From back when i was kid, our(the junior highschool kids) point of view i remember the bad schools were JHS 185 aka ""bleekers"", MS158 the(hoodschool) of bayside, and  JHS 189 of flushing. I.S.25 was considered the least ghetto school.', 'Does anyone know if the Child Center of NY still does an after school program here? If not, is there an after school program at this school and who runs it?', 'No I am graduating this year and I have never even heard of after school clubs but the do have a different program but it is really more so one club that does many activities\nSonyc is the name of the program', 'Wow!  I am shocked by the comments below.  I graduated I.S. 25 a long time ago (1992).  I left a Catholic grammar school, for financial reasons, and with the hopes of becoming more well rounded.  It was a success!  At I.S. 25, my fiction writing skills were celebrated as I was encouraged by Mr. I. to continue to work on my novel writing.  I was inspired by Mr. M. to advance in math.  I also was afforded the opportunity to become a ""vocal major"" and participate in a grand performance at Carnegie Hall.  I even used a saw in wood shop to carve my own name plaque.  We never saw my principal either, but as students, we had high expectations and self-motivation.  We all aspired to be greater even though we came from less fortunate homes.  Honestly, after reading the posts below, if I were the principal, I would be in hiding as well!  Where are the kids getting these drugs and are the parents so delusional that they do not notice the behavior of their children drinking and smoking?  It isn\'t difficult to smell smoke on clothes.  Yes, we had our occasional misbehavior. I even got into my first fight in the I.S. 25 school yard, but because of the dean back at that time, it was my last fight!  He was extremely intimidating.  I hope the community can step up and get some kind of handle on this situation.  What a disappointment!', 'i assure you, most, if not all, of the comments below hold no water.', ""I have graduated from i.s.25 about 4-5 years ago, even then it wasn't a great school, teachers or students. The principle was very dis-organized and irresponsible. \nWhile I'm walking in the morning, I saw a 2-3 girls that attends i.s.25 that looked about 6th or 7th grade, and I saw them standing in a corner about 3 minutes away from school, chit chatting while smoking cigarettes. I thought that was the most embarrassing thing I have ever saw. And the school was very cheap, it probably still is. Throughout my 3 years of jhs we ALWAYS went to Rye?Playland (which is probably one of the worst amusement parks in NY) for a trip in the summer, while all other jhs went to six-flags or..hershey park etc."", ""yeah I know right i am a grad if this year but at least our graduating classes (the 8TH Grade get to go to Lake Compounce in MA while the 6th and 7th Grades go to Rye Playland) and also their is a lot less smoking in/near the school and outside by IS 25 students now it is usually WJPS's kids who are out of control, heck even one of the deans lot their job do to doing bad things to a female student you can read the article if you search) really not much has happened here in IS if your in the SP classes like me we are Crazy but calm but the normal students are out of control and it isn't the schools fault it is more so society's fault and how kids are maturing faster then in past years, but really nothing major happened here in my time but i wanna say for future kids coming in their are now 3 sports teams: A football team (has been their since the beginning), Soccer (Added this year), and Track and Field (Added this year) and you must take one of 4 mandatory talent classes (Chrous, Dance(Ballet), Band, Keyboard, and Art (only of 7th and 8th), and SP students in the 8th grade take 3 high school level courses, Integrated Algebra, Living Environment, and US History and also another this for past students their are no more shops all of them are gone most are now science rooms"", 'there has been people been smoking marrauane and drinking in 7th and 8th grade in 2013-2014', 'She (Mrs.Beirne) is still here but things have gotten better their now is a bus for graduation at least and is 25 isn\'t the same as before from what i heard in term of programs from teachers/ past students and most of language teachers left and we are left with one Mrs.Cardona who isn\'t that great and calls out kids and the sole language is Spanish and we have lost 3-5 rooms on the second floor to WJPS in past years and the library in the basement doesn\'t even have a librarian and really hasn\'t been open to us the students due to WJPS and if your kid wants to print there good luck btw i know this since i go here and am graduating this year but i thank god that i am going to Stuy. a good high school next year with probably a better more memorable experience but most teachers are good their it is just the organization of the principal, you should see parent teacher conferences it is like a mad house here, heck one of the translators got pissed at mrs.beirne because of the way she was managing things this year 1st marking quarter and openly said to another translator in front of me and other students and their parents and said  ""I\'m never going to come translate here again!!!"" and their is no real system for the conferences you just have to sign up and wait', ""Oh btw they take speech away from most students after the 6th grade i had it then all of a sudden 7th grade came and they took it away even though i knew i needed it and my reading/writing skills have been negatively affect because of their action (even though i am in sp/honors) and i think it was because i didn't fill out the medicaid form which is where these (these as in the speech teachers) teachers get a extra pay your medical insurance) and also they didn't even warn me or tell that this was going to happen at all it just happened and i had to deal with and couldn't fight back, my elementary school P.S. 107 managed this way better even tough they had 100-80 students per grade and had 3-5 speech teachers"", ""Kids do roam the hall, and kids like my cousin are constantly targeted for a few small incidents in the 6th grade while their was a 8th grade smoking outside everyday and they never even things like that happened other than for student rumors most likely and did nothing but smoking isn't much of a problem anymore and it has become nicer since I began but not fast enough but the dean mrs.picollo (sorry  but i may have misspelled her name) and the school handled that happened in the school where a kid hurt me in a quick and smooth manner that was very calm and controlled but that is my experience i can't say much about anything else"", ""Beirne is still here but now she isn't Dracula hiding from the sun and comes out more and is present at conferences but the conferences are unorganized though read about some thing that happened in to me in one of them a few post above, kids don't smoke anymore or make out and the school doesn't have a website anymore and i haven't even heard that they had one"", 'the only time they check the halls is the morning when entering and the afternoon when leaving so that they can leave']"
25Q029,"['As an unbiased visitor to this school, I was very impressed by a recent 4th grade performance of the musical, ""Matilda"". A role is found for any child that wants to participate, whether it is onstage or backstage. Actors, including ESL students, learn to project their voices, speak clearly, and learn to emote. Students paint scenery, man the stage lights, hand out programs. Scenery, set design and costuming are part of the show. Since Matilda was a musical, students sang and danced out into the aisles. It was an amazing show! It was announced that the arts department put about 10 of these shows together this year.I have seen performances in other elementary schools and this was head and shoulders above any other I have seen. Kudos to the arts department!', ""haha!! oh my god, I was in that play, and im going to 8th grade!! thanks so much, even though I didn't actually have a part in the play :) and you probably wont see this any time soon.""]"
25Q032,"['PS 32 has won several awards for “outstanding programs in recycling, sustainability, reuse, gardening or cleanup,” including their Activate Our Garden and Ocean Plastic Awareness programs. “We are proud to be a Queens school that promotes nature-based programs and sustainability programs,” PTA co-president and founder of both programs Wing Kong told <a href=""https://qns.com/story/2019/05/30/activate-our-garden-program-at-flushing-public-school-teaches-students-about-the-environment-and-sustainability/?utm_source=newsletter&utm_medium=email&utm_campaign=cb_bureau_ny"">QNS.com</a>.', ""My son is in Pre-K this year at PS 32, but his teacher is not very caring nor helpful. The teacher is not approachable and gets annoyed very easily if a few parents ask her the same question more than once.  I don't think the teacher understands that for some of the parents, this is our first child which means lots of adjustment for the child as well as for the parents ourselves. We parents ask question not because we don't check the notices that get sent home or we don't care to read, but it's because as new parents we do not know how the school system works or we're not sure if we fully understand.  We had our parent teacher conference this week and the teacher made us feel like we are not doing our part at all to help our child to succeed.  We left the school feeling very frustrated and broken..."", 'PS 32 offers a dual language program in Korean and English, the first on the East coast to do so.\n\nhttp://steinhardt.nyu.edu/scmsAdmin/uploads/005/591/PS_32_Korean_DL_Prog.pdf']"
25Q079,[]
25Q107,[]
25Q120,"[""I have tried repeatedly to call the number on the school's website to ask some questions and  there has not been anyone answering the phone.  What if there is an emergency?????????"", 'PS 120 students were treated to a free carnival after some children were barred from a first carnival because they lacked money for tickets. Read more <a href=""http://nypost.com/2015/06/28/kids-get-free-carnival-after-being-banned-from-paid-event/"">here.</a>', 'the dj was our computer teacher', 'The principal of PS 120 has ignored offers to host a free carnival for poor students who were left out of the school\'s regular carnival because their parents were unable to pay the $10 fee. Read more <a href=""http://nypost.com/2015/05/31/principal-ignores-offers-to-host-free-carnival-for-poor-kids/"">here.</a>', ""I cannot believe this was allowed to happen. Shame on the principal, shame on the PA and shame on the teachers. Keeping a group of kids away from their peers because their parents didn't pay a fee is shameful. Disgusting."", ""I just read on another site that the principal denied lunch and milk, although the school had plenty,  to children's whose balance had fallen below the required amount.  Is this true?  If so, it wouldn't surprise me from a principal who doesn't understand the concept of compassion.  Ms. Monroe - please step down.  Take some time to think about your priorities.  Then find another profession."", 'I must repeat these words - uncaring, unkind and unfit to be a principal.', ""Shame on you Principal Joan Monroe. Excluding children from the carnival because their parents can't afford it.  You are the talk of the neighborhood and everyone is disgusted. You are what is wrong with teaching and your children deserve better."", 'A  principal, who would exclude children from a school event during school hour because their parents couldn\'t afford to pay, is uncaring, unkind and unfit to be a principal. I called the school, the Assemblywoman, the District Council and several others.  I am thankful that my children attend a different public school, where our principal is kind and caring to all of the children.  We don\'t have expensive street fairs.  We have little ""carnivals"" in our cafeteria where ALL of the children can toss balls into cups and ""bowl"" down paper pillars with balls and do other fun activities.  It doesn\'t cost much, but the children love it.   What happened at PS 120 is a terrible example for all the children, those who attended the fair and those who could not.   What bad judgment!', 'I really hope and pray that others like myself makes a call not just to the school but to the School Board also. This Principal was 110% wrong and really should have her job taken away. She needs to learn how it feels to live with a budget. What she done to these kids was uncalled for. She should set an example and be the solution and not the problem......http://nypost.com/2015/05/24/no-pay-no-play-kids-who-cant-pay-10-fee-banned-from-school-carnival/', 'http://nypost.com/2015/05/24/no-pay-no-play-kids-who-cant-pay-10-fee-banned-from-school-carnival/', 'The school has no parent coordinator, no social worker, the students are mistreated and the principal has no children of her own and is a terrible administrator. ']"
25Q129,"['""Residents in Council District 19 had the opportunity to vote on 20 projects that could potentially receive funding from Vallone. Each resident voted for up to five projects and the top three projects at the end of the voting period would receive funding. Including, a gymnasium renovation at PS129,"" <a href=""https://qns.com/story/2019/04/23/northeast-queens-residents-vote-for-education-and-nypd-cameras-in-fifth-year-of-vallones-budgeting-ballots/""> QNS </a> reports.', 'A man tried to abduct a 9-year-old girl in front of a Queens school Friday morning, <a href=http://www.ny1.com/nyc/all-boroughs/news/2016/09/23/police--man-attempts-to-abduct-9-year-old-girl-in-front-of-queens-school.html>New York One News Reports</a>.']"
25Q130,"['There is no doubt that this school is a wonderful school.  However, children living around the school are not readily accepted.  Those children have to be bused to overcrowded schools elsewhere in District 26.  The Auburndale Improvement Association, the local civic organization, has been advocating for years that PS 130Q be returned to the community as a neighborhood school.  We have gathered hundreds of petition signatures, many with comments advocating for the return of the school to the community.  This school is geographically in District 26, although it is used by District 25 students.  Historically, the school was a K-6 and a K-8 school for neighborhood children.  The return of the school has the support of Queens Community Board 11 and the Queens Civic Congress.  The Auburndale Improvement Association will continue to work with residents and elected officials until the school is returned for the use of neighborhood children.  We are willing to meet with and work with school officials to discuss this issue.', ""Both of my sons attend this school. I love the way they teach reading and writing. they use the Columbia Workshop method. Both of my boys love to read and write more than I ever did as a child and my older son has progressed so mush in the last two years. The teachers here truly differentiate to each child's needs and the focus on comprehension and enjoyment of reading, not test prep.""]"
