dbn,comments
20K185,"['The mother of a 5th-grader at PS 185 is one of many fans of the DOE\'s new web service, NYC Schools Account. Read more <a href=""http://www.nydailynews.com/new-york/education/exclusive-new-school-web-service-big-benefit-parents-article-1.2394812"">here</a>.', 'Mr. Llinas retired in June.\n']"
20K186,"['I am a parent of an ESL student.  I read that students should be getting 8 periods a week of esl in NYC but my son only gets 3 periods.  The administration of this school is not doing their job to give students their rightful ESL services. Who monitors the school to make sure they service our children? If you are a parent and are looking for quality schools for your child, do not send them here!']"
20K187,"['a seat may open up here if a child of a high profile DOE employee leaves NYC....\nhttps://patch.com/new-york/new-york-city/carranza-s-no-2-education-department-job-hunting-outside-nyc\n\nSomehow her child snagged a seat at IS 187 when it is impossible for us regular folks\nhttps://newyorkschooltalk.org/2019/05/its-the-hypocrisy-stupid-nyc-school-choice-for-some/', ""mcauliffe was a good school, emphasis on the was. they're not that great at managing schedules, and as a result, some classes have an extra course. for example, when i was in sixth grade, my schedule didn't have music, health or spanish while others in my academy and grade did. as a result, in eighth grade, my electives were health, music and civil engineering. we were supposed to have two years of spanish and one year of 3d printing/robotics, but they gave my class two years of tech, which was unnecessary imo. not to mention, our spanish teacher was absent for half the school year bc of maternity leave and the sub spent four months only teaching us the alphabet. \n\ni personally feel that it's ranked so high because of the title it carries, which attracts smart kids. it's not that the school's good; the smart kids that enter 187 keep the ratings high. \n\ni will admit that i enjoyed my time at mcauliffe and i did learn a lot of stuff, just not as much as i wanted to. if you want to enter high school prepared and ahead of others, i'd recommend schools that offer more high school courses. mcauliffe only offers algebra despite teaching earth science, life science (living environment is what it's called in high school) chemistry and physics."", 'I was in the Science academy. This school carries the idea of being the best while in fact the cracks in the school are often overlooked. This school lies with it states that it ""allows students to take the Algebra 1 regents"" because it cherry-picks the highest performing kids to take the regents course so the school can then brag how it has 100% passing grade on the regents with the lowest score being a 83.', 'Hi my son just got a level 4 in math and science state test for 3 and 4 th grade and he want to go to go tonthis school and I live in the district 20 I want to know this is possible?.', 'does all 6th graders have the same lunch period?(from all acadimies)', 'The lunch periods are separated into academies instead of grades.', ""Hello, I would like to know if I can get in with 681 statewide points. I got 4.05 in ELA and 3.60 in Math. I got a very good grade on my report card. And all 4's in my academics behavior. I only got two lates ( weren't really lates because I was sick in school and they called my parents to take me back home). I decided to apply for science academy because I got a 93 on science on my report card and a 4 on the science state test. Please tell me if I can get in. Thanks"", 'I got higher than this and I did not get into the Science Academy.', 'what kind of score do you need to get into 187 a kid from my school got 699 got into is. 187', 'HI.  Anyone know what scores/grades were accepted into the school for incoming 5th grade - Arts and Humanities or Business and Law?  thanks.', ""I'm a freshman at Stuyvesant and have graduated from this school, the environment is very friendly and teachers as well and there is no doubt your child will leave with great memories, however personally this school did not prepare me well for Stuyvesant but my friends who have also been accepted into stuyvesant seem to be well-prepared, so i believe the academy influences how well the future will be. i was in business and law academy. some teachers do place very high pressure on students while others are very lenient, the substitute teachers are amazing and committed, the school encourages parents successfully and the programs that are held annually are very, very fun. my year admission was completely different than what is now, we took the olsat, i'm not sure if anything is different now that it's based on a variety of the student's record, but overall i am very glad i was accepted into mcauliffe. and if you want your child to get into a good highschool, i recommend the program A+, it really prepared me :-)"", ""I am deeply appalled by the comments made by the\nanonymous post 15 days ago.  I have two children that attend(ed) IS 187 in\ntwo different academies and have only praise for their English Program and for\nall the educators employed by the school. They are charismatic, caring,\nseasoned professionals who have truly enriched my children's education.  I\nhave never had any issues with the teachers or the administration with respect\nto my children and praise the education they were given wholeheartedly.  As\nfar as the allegation that children are sent to the administration without\ncaring to speak to them, I am absolutely shocked.  Our experience was very\ndifferent.  My children were nurtured, challenged and happy to take part\nin the many extracurricular activities provided by the school.  Race is\nnot an issue at this school.  All Students are treated equally."", ""It is Middle School Open House Season!!  I have been meaning to post about my son's incredible experience at IS 187.  McAuliffe is a school that is filled with teachers who are passionate about their subjects.  I often marveled about the number of truly experienced teachers under one roof.  Although each Academy has different electives, the core subjects are the same.  Subject departments meet to discuss curricula and Academies meet to discuss how to best meet the needs of their students.  Due to the Academy system, the school is basically 3 small schools within a larger one.  This atmosphere allows students to get a lot of personal attention.  It is true that many students do a lot of extracurricular academic work; however, my son did not and was able to be extremely successful in his academic endeavors.  The majority of graduates do attend Specialized and/or Screened High Schools.  This is a school for earnest students and families who take their child's education seriously.  Additionally, the school has a strong community with Parents and extended family enjoying potluck dinners, together.  The PTA organizes Meet & Greets, workshops, High School Fairs and many other activities.  If you want your child to be successful and your family to feel a part of a community, this is the place for you!"", ""I am kind of disappointed in this school and can't wait for my kid to finish the last year there. The school should appreciate the heavy population of Asian students and their parents. It wouldn't be able to keep good grades and high ranking without those kids' great contribution on extra studies and homework from private classes after school and on the weekends. Not from the teachers, period. I don't think most of them are good educators. The English curriculum has never really worked out. To my kid’s academy, for example, during the last two years, if without some serious writing homework from one of the teachers (non-ELA subject), I don’t think those kids could write anything good after middle school.\nThe most unpleasant thing about this school is that the attitude from some of the teachers, including the administration is unacceptable. They prefer to simply send the students to the administration office without caring to talk to them. If you want your kid be treated as a kindergardener, be quiet, and listen and follow,  then this is the right school for them. If not, then  you’d better be ready to hear something uncomfortable about your child, making you feel like your kid had done something unforgivable. Don’t get me wrong, my child is an honor student. But is it wrong if your kid eventually wants to be invisible in the school? "", ""I am deeply appalled by the comments made by the anonymous post 15 days ago.  I have two children that attend(ed) IS 187 in two different academies and have only praise for their English Program and for all the educators employed by the school. They are charismatic, caring, seasoned professionals who have truly enriched my children's education.  I have never had any issues with the teachers or the administration with respect to my children and praise the education they were given wholeheartedly.  As far as the allegation that children are sent to the administration without caring to speak to them, I am absolutely shocked.  Our experience was very different.  My children were nurtured, challenged and happy to take part in the many extracurricular activities provided by the school.  Race is not an issue at this school.  All Students are treated equally."", 'Agree on 100% , can not wait  for my  honor student child to graduate .', 'How much score is the good chance to get in?\n', 'Statistics do change every year. I have a 6th grader in Sci Research Academy, and she got in with a 760 last year. She also had all 4s on her final report card for grade 4, as well as no latenesses and a minimal number of excused absences. GL!', 'My daughter has a total of score 746 with 379s( rating 4,29) on math and 367s ( rating 4,15) on ELA and she also score 99s on science ( rating 4).with excellent report card. She has no absent and no lateness. But I live in district 15, very closed to IS 187, take  N train only 2 stops to IS 187. Does my daughter have high chance or low chance to get in?', ""Good chance if your daughter goes to school in District 20, but everyone with high grades wants to get in and seats are limited. However, if your elementary school is not in D20 and you don't live in D20, remember there are very good middle schools in D15."", 'Thank you.', ""My son got accepted into the Science Academy this year.  He's very excited.  I know IS 187 does not have uniforms but how do the kids normally dress, slacks, jeans, shirts, tshirts?  Also, this is my first middle schooler, do middle school boys take a lunch bag anymore?"", 'As an incoming senior of McAuliffe and also a student of the Science Academy, congrats on getting into McAuliffe! No, our school does not have uniforms and our school offers free lunch, but its up to you if you would like to bring your own lunch. I guess jeans and t-shirts will do, but its all up to you, there isnt really a ""normal style"". Hope to see you soon!', 'Very eager to get  in ; however,  very disappointed with the teachers after. I think some of the 6th grade teachers are not educators. They push all the responsibility to students and parents. you\'d better be quiet and ""good"" students.   If your child is active and mindful and has no fear for say no, I don\'t think this is the school for your child.  some teachers have second jobs in tutoring centers. They will favor students from their second job. I question if the school has any policy for conflict of interest.  I just had a conference with the homeroom teacher  who doesn\'t care the mental health of a kid- just a 6th grader. She called my son a lier in front of me and my son. She put him under testimony with cross examination skills. She called for two more teachers to help to ""convict"" my son.  Few days before the conference, she also has a teacher to talk to my son that"" you\'d beeter clarify the facts to your parent..."" The problem is he copy other kid\'s homework but did not admit the mistake right the way, instead  using all excuses.   Even I agreed my son\'s behavior was totally wrong, I think it is a terrible way to educate a student!  Is this called ""teacher bullying?!!! "" ', 'Same experience , Thank you for your comment ,Bullying or harassing', 'You are not the only one have terrible feeling about this school. ', '....""The problem is he copy other kid\'s homework but did not admit the mistake right the way, instead using all excuses.""....\n\nApparently your son was caught cheating and lied about it. You should have use this as a teachable moment instead of condoning his action by blaming the teachers.  Teachers were only doing their job in teaching the kid to do the  right thing. ', ""They don't care to find the truth instead of calling the administration immediately to make the things bigger. Most of them are only doing one thing, finish the classes and get paid. "", 'You did not respond to the beginning part. But pick the small part to express your point. I am a strict parent. There was a debate on how a group project Should be performed and what\'s the substitute teacher\'s instruction. But I took it no excuse because  copying is copying. Period. So, I saw mistake on the child. But it\'s unfair to call it""cheat"" according to all the facts and details.  However, here is a place to provide  opinion on the school. I see you dislike the comment. It\'s very common, people generally think the school is paradise, flawless, especially when it\'s a good school. I truly think this is a very good school with an excellent principal.  does it mean nowhere the school need to improve? Nothing to face with courage? Let\'s continue to think it\'s perfect.  No single area need to improve. Let\'s just hear one side voice. The dominant voice prevail. Something is wrong. ', 'Bravo!!! Parent A', 'As a student of Christa McAuliffe, i disagree with the opinion of teachers not being educators. The teachers here are welcoming and warm and they have strong past experiences on teaching.', ""NOTE: The Christa McAuliffe School does not have a set number of accepting students in their school. As a past applicant (last year), I have experienced it. After sneaking a peek at my class' overall score (in the Scientific Academy, which has been rumored as the hardest academy- it is actually way easier than expected), many people got 4s, but if you get high 3s (such as a 3.8, which is the most minimum), and decent report card grades, and satisfactory attendance (as required by the New York State, at least a 90% attendance for promotion), you can guarantee a spot in the school.\n\n\nAlso, according to schooldigger.com, The Christa McAuliffe School has been ranked as #1 in the entire New York State. The Anderson School, the known gifted and talented school, is now number 2. Be proud.\n\n\nLastly, please do not ask about what is the minimal state test score is. There is NO SET NUMBER. The staff at the school DO NOT know what is the minimum. They receive a list from the Board of Education and go from there. If you have any questions, ask the Board. THE SCHOOL WILL NOT BE HELD RESPONSIBLE FOR ANY MISCONCEPTIONS, SO DEAL WITH IT.\n\n\nThank you, and good luck!\n\n\nP.S. Answering Sophie Lin's questions, there are no such thing as 757s. There are 343s (4.00), 402s, (4.50), and 360s (4.09), etc. If you are talking about the combined scores, they would not do the total score, for God's sake. They would do each one separately, find the overall percentile you rank, and there you go on priority listing. (BTW, 757 combined is about a 379 per subject. Again, you might get a 2 and a 4 and that is how you got the 757. That is why they don't do the scores combined.)\n\n\nP.P.S. SCIENCE STATE TEST SCORES DO NOT MEAN ANYTHING FOR ANY OF THE ACADEMIES. THEY DID IT FOR THE SAKE OF 8TH GRADE HIGH SCHOOL PLACEMENT, BUT DON'T ASK QUESTIONS ABOUT THAT. WHY DON'T YOU JUST LIVE YOUR LIFE AND WORRY ABOUT 6TH GRADE AND GETTING INTO A SCHOOL THAT YOUR CHILD LOVES AND NOT THE PARENT'S DECISION?! AS LONG AS THE CHILD IS HAPPY, YOU ARE HAPPY!!!"", 'By the way as in 757, its the combined score and for both math and English, I got higher than 4.0. Moreover, guess what? I got into 187!', 'So from what I can see, you have made a mistake...', 'And there is such thing as 757....(if you combine it)', ""and it's a combined score of 2 tests"", 'there is no way with 2 in one subject and high 4 in another, u would get 757 total score', 'this info is totally wrong', 'what will be the score to get in this year? Will you be able to get in with a 757? Is it high chance or low chance', 'Nobody knows the score, as it all depends on the number of applicants and their qualifications. A child with 757 should have an excellent chance to get in, provided he/she also has all 4s on the 4 core subjects in the fourth grade, as well as the minimal number of absences/lateness.', 'what was last years score to get in? Is 757 a good score?', 'My son has a total score fo 702 , with excellent final report card. He has a total absence of 13 days though but no late, does he stand any chance of acceptance in Christa McAullife.', ""He might get in, but there is not such a high possibility because you need a 700 to get in, and if they're a bunch of students trying out for it, he probably won't get in, but if he does he would only be able to get into arts"", 'Personally I think any kids with 700+ total score have a decent chance. But no one knows for sure until all the applications are in. It depends on the scores of everyone applying. 3400 kids applying for 340 seats. Only the top 10% gets in...', 'do they look at both 4th grade and 5th grade statewide scores and report cards?', 'No. Just 4th grade statewide scores and report cards.', 'My son got a total score of 795 on the state exams and a perfect final report card. He had 8 absences but no lateness. Will the absences affect whether he gets accepted?', 'I had 9 absences and a way lower score for the state test, but i still got into business and law. But then again, i took the lsat so it might be different now', 'State exams and report card counts for 45% each. Absences and lateness count for 5% each. I would say your son is in pretty good shape.', 'When is the application coming out for 2015-2016 school year?']"
20K192,[]
20K200,"[""Worst school. The only thing that's saves them is the Russian classes. Kids from regular English classes get accepted into horrible middle schools"", ""The worst school ever !! You will NOT have a great experience unless you join the Russian class. I am now in 8th grade and I look back a tad this school as the best and the worst. I was in a regular English class when I did not know how to speak English, I got bullied and  the principal didn't care and neither did the teacher. I then transferred to a Russian class where I learned the language in two years. I joined art club and it was extremely fun. The Russian class kids are the ones who get into good middle schools."", 'Schools Chancellor Carmen Fariña announced that 15 schools with existing Dual Language programs will become Model Dual Language Programs, including PS 200 Benson School, for the 2015-16 school year. The schools will receive $10,000 for multilingual instructional materials and staff will have ongoing professional development. Read more <a href=""http://schools.nyc.gov/Offices/mediarelations/NewsandSpeeches/2015-2016/Chancellor+Farina+Names+15+Schools+Model+Dual+Language+Programs.htm"">here</a>.', 'Ms.Privitera is my favorite teacher of all time. Ms.hatzigeorgia a very awesome teacher to though i dont like the school so much. The system isnt the best at ps200. the only best part about are ms.hatzi ms.priv and ms.lamarez \n\n\nany way this is definetly NOT alen from 428', 'This school is by far the worst I have had to deal with in NYC public schools. They cater only to the Russian dual language program and as for their ""violin"" program - well mainly Russian children get accepted as well.  If safety is a concern for you and your child then run far and fast from this place.  Although they really talk it up, they are truly unconcerned with the safety and well-being of your tots. The AP\'s are all about themselves and will gladly overload you with lip service but when it comes down to taking action the most you\'re going to get is a door closing in your face. Children are treated like animals with aids and paras constantly blowing whistles and screaming in the faces of the children.  My advice - move to a different district, borrow someone\'s address, apply for charter lotteries, pay for private school or home school your children but DON\'T SEND THEM HERE!!!', ""I don't like it in 3-5 grade pumle you with homework plus the teachers scream too much I know because I go there"", ""This school is mediocore if your child does not get into the Dual program or G&T. My son scored 99 percentile on G&T and didn't get in because of limited spacing this year. Was VERY disappointed. He also speaks in Russian and was in the dual program class for the first two weeks of school until they have their lottery drawing and randomly select 24 kids and that was it. So my 5 year old after getting to know his teacher and classmates was removed and switched to a mainstream class. He still talks about wanting to go back to his other class several months into the school year. It is not a good system."", 'They are very disorganized in the way they shuffle kids around in the first 1-2 months of school.  It is traumatizing to the children.  They should have their lotteries drawn before school begins and have children in their permanent classroom by the start of school.', 'The shool the better  the teachers vas a more to children to better in to hish shool', 'The Ms.Tarosova the good teacher she into Russia and English toking to people good anderstain']"
20K201,"['""A group of eighth-grade students at a Brooklyn school are helping another classmate\'s dreams come true by building a wheelchair-accessible desk,"" <a href=""http://brooklyn.news12.com/story/40169919/students-at-brooklyn-school-build-wheelchairaccessible-desk-for-classmate""> News12 Brooklyn </a> reports.', 'The NYPD increased officer presence at JHS 20 following a false shooter threat spread on Instagram, <a href=https://abc7ny.com/instagram-account-triggers-shooting-rumors-at-nyc-school/4448041/>abc7 News</a> reports.', 'https://bayridgenews.000webhostapp.com/2018/10/dyker-heights-is-201-wrongfully-excuses-student-after-bougus-threat/', 'I go to this school, I have mixed fillings. Some teachers are just rude. They will seriously go up to you and say “Who are you?” Like seriously? I freakin go to this school for a while now. Some teachers will just give you work without teaching you. They are so lazy. They just tell us to do stuff that won’t even benefit us. They will tell us to not worry about something and the next day, they will say “You gotta write a  draft essay and type it.” Now, everyone rushes to do a long essay. Some friends even told me they stayed up to 3AM, and you know what they say? Oh, I’ll collect it next week. Few teachers are raciest. One stereotyped that Asians read crapppy comics called mangas. Another was a rumor. A teacher was fat shaming and thought the Asians were the one causing trouble.                                                 But I do think dyker is good for some reasons. The band program is really good. The performances are excellent. The teacher is really nice. He gives the best candies and makes the best jokes. But if you suck, then good luck. Dyker really pushes the people who have band. They have high expectations. Fortunately, the students won’t have to spend hundreds to buy their own instruments. They lend it to the students. They do have to pay 30 dollars at the beginning of each year no matter what instrument you play. They get to keep their mouth pieces (which are given in 6th grade and expected to be well kept and last until graduation). Drum players get to keep their drumsticks. The teacher will point out the smallest mistakes. The results were worth it. The performances are all excellent. But ony 651 and 653 have band. Band is taken for 3 years for the students that are in those classes. But if you are not in those classes, you can go to afternoon band, consisting on students from 6th to 8th grade who stay afterschool for band. They are the ones that perform. But you have to have more experience than the average band student. Extra credit is given. If You don’t completely suck, you will get a 100% average only for the students that are in 51 and 53. You will usually have 3 to 4 days a week where you have band. Sometimes, you get to miss class especially towards the end of the school year when graduation practice takes place.                            For the most part, I do recommend this school.', 'Dyker Heoghts intermediate school is an extremely terrible school with little to no  maintenance. The water has lead inside of its pipes and the bathrooms looks like it was from the 1900s. Do not come to this school if you want a good education', 'That is complete lies', 'does the school have lockers', 'School administrators and DOE officials are being criticized by parents for not communicating clearly about what is now being called a ""wall collapse"" at IS 201  despite a whole-building evacuation order after the incident. Parents are also complaining that the DOE has forced standardized testing at the school to continue despite lingering doubts about the school buildings safety. Read more <a href=""http://www.brooklyndaily.com/stories/2015/18/br-schoolhouse-shock-2015-05-01-bk.html"">here.</a>', 'Students at IS 201 were shocked when a large window collapsed in a classroom on April 20th 2015 raising concerns about over the safety of the school\'s building. Read more <a href=""http://www.brooklyneagle.com/articles/2015/4/21/window-collapse-raises-safety-concerns-dyker-heights-school"">here.</a>', 'Does this school have lockers and free lunch \n\n', 'No, it does not have lockers. In the gym, they call it lockers but it’s more like heaters with a fence', ""what kind of senior are u if you don't even know how to spell benefit"", 'SM is Science and Math, SP is Science and P.E. SM students excell in Science and Math, SP are just good in science and P.E. SP students often have double periods of math.']"
20K204,"[""PS204 has been a good and bad experience for my family. \n\nCurrently there are difficulties with our 3rd grade class. Difficulties are in terms of communication from teacher to students. Students all stare at a 4'x3' smart board on a daily basis and come back with partial information about homework, exams, new site words, etc. Teacher refuses to use the PS204 website to post homework. If the use of a 4'x3' smart board is for the better of the students, then why not use the website to post all homework and relevant information? We're in communications with all the parents in the class and we are gathering puzzle pieces in order to find out half of what's going on in class. Since the beginning of the year we have spoken with the teacher, administration, vice principle, and all have oppose of the use of website. Why are they holding the parents back when we want to be involve and yet the the principle is completely unreachable because the administration would not let us speak with her. Principal - Mrs. N. Tomasuolo, if you are reading this, please give reach out to me. I may not be speaking for all the parents in the class, we definitely have 10 parents who would love to see some changes for the better. We understand that kids should have responsibilities as well for getting the information, but if the whole class is having trouble following the work and the parents have no idea what to work on with them. Isn't it time for the process to be changed by even just a step forward?\n\nPre-K and Kindergarden has been a blessing. They have multiple programs and workshops for kids. They are interactive with kids and have been a great encouragement for my little one. The teachers that are in the class are always flexible with the kids and encourage their creativity to expand. My kid loves her class and classmates. Her teachers always compliments her for the creativity and work that she has done. The class gets rewarded for participating and toys are given as a reward. I feel like this process has open my eyes on how compliments and encouragements can do wonders for little ones."", '""Schools Chancellor Carmen Fariña will attend a CEC meeting at PS 204 to meet with parents to discuss such issues as student achievement, school finances and the de Blasio administration’s educational goals, <a href=https://www.brooklyneagle.com/articles/2016/10/17/farina-coming-district-20-education-town-hall-b?utm_source=Master+Mailing+List&utm_campaign=a39c987aa0-Rise_Shine_School_merger_proposed_in_Har10_18_2016&utm_medium=email&utm_term=0_23e3b96952-a39c987aa0-75750697>the Brooklyn Daily Eagle reports</a>.', ""This school is not what it used to be. The school is overcrowded and the faculty cannot handle it. Average students are neglected. Test scores are going down. There hasn't been a teacher that I have absolutely loved or am fond of. The principle does not make herself available at all. Instead she puts all issues on the parent coordinator.""]"
20K205,[]
20K220,"['Great school, with U.S. History, Living Environment, Earth Science, Spanish I+II, and Algebra I. Although you might think the school is bad but, if you are gold you shine. Each teacher offers the most to help their students, giving up their lunch period and off periods to help suffering students to perform their best. Also, if you ever happens to be in honors, good for you, enjoy all the extra trips you can get. Spanish is offered to everyone, as long as if you pick it for elective, your grades does not matters it is the efforts that decides if you get Spanish or not from freshmen year. \n\nSo if you want to know about grades here I will show you grades of my class (aver.):\n\nELA: 90\nMath( Algebra): 86\nScience(Living Environment): 88\nSocial Stud(U.S. History; 11th grade regent): 84\nPE: 95+\nSpanish: 90+\n \nEveryone who took the Regents passed, 95% got 85% or higher on regents I believe. You just have to act proper I mean, the school is not bad if you students are nice. So if you care, and talk to your teacher they will assist you. For instance, Mr. Rios and Mr. Anderson has morning programs for extra help for the Regents, and after school helps from Mrs. Cercotto for Math regents or Mrs. Baldassano for Spanish Regent. This school also offers SHSAT tutoring, most kid who did it got a specialized high school offer.', 'This school year is my very first school year in John J. Pershing, in my opinion, John J. Pershing is a very good school. Especially some of the teachers I have now! They are Mr.Considine, Mr.Kate, Mrs.Lifrieri and many others. Many of the students there are very nice, helpful, and kind, but some students are not very nice. The staircases and hallways are very tight when we have to transfer to our next class. Some of my friends got hurt because of the upper grades pushing people. The hallways and bathrooms aren’t always very clean, but overall John J. Pershing is a wonderful school! (Didn’t use real name)', 'My son attended this school from 2012-2014. We only left the school because we were relocating. He hated leaving. We were both pleased with the school. The accelerated program was good. He was ahead of some subjects when we got to NC.\nThe school lacks parent involvement which may help tremendously.', '', ""I'm from I.S.187 and I'm just saying you didn't have to brag. Just saying, if that's more than what I.S.187 can produce, how come it's still like the best and brightest middle school in Brooklyn? You didn't have to compare it to I.S. 239 either. All that matters is not comparing it to some school that's better but putting the effort into that school to show that you deserve their attention and you belong there."", 'Moreover have you seen the comments of other graduates from this school and the grades students are getting?', '@sophie and how is your comment related to what nob was talking about?', ""This school is very bad. I hate Mr.Villa, he had no ability to be a honors class teacher. He like to eat, he tell other people not to ask others for candy or anything but he ask others. He also tell other not to eat in class but he eat in class. We learn a lab with Mr.Considine last year,he is funny and a good teacher, but when we do this lab with Mr.Villa, he mix up and make us don't understand what he is doing and mix us up too. We learn that last year and we all understand it but after doing this lab with Mr.Villa, we mix up. If principle see this please fire him or tell him to not teach honors. I learn nothing at all this school year in science and Luvis Villa is very UNFAIR!!! And he also give credit for hw if that person have candy even if they don't have their hw."", 'Mr.Villa is the greatest teacher in the entire school. 10/10!', ""I have been this school for about two years now. People are saying this school is bad and they're kind of right I say this because the teachers are very good, kind,nice and made the class fun for us but   not all of them.  My favorite teachers are Mrs.G Visico, she's kind and nice to me she also give us smileys and made the class fun for us. I also like Ms.Sica she's also nice. And Mr.Considine and Mr.Bishun they are funny and made the class fun. I also like Mrs.Symth she teach us how to play guitar and she's nice. And Mrs.Mariano(Podd) she's also a good teacher and help us a lot even know she's kinda mean.   However the school wasn't very good.  I saw a lot of garbage and some bugs that are dead during the staircase."", 'IS.220 is a very bad school', '...Said the one who graduated from Sunset Park 169 ;)', 'Steven Vavasis of I.S. 220 accepted a “Community All Stars” plaque presented by the Daily News between innings at MCU Park in Coney Island for excelling in his classroom and community. Read more <a href=""http://www.nydailynews.com/new-york/young-community-stars-honored-ny-penn-league-star-game-article-1.1909697"">here</a>.', 'I have just graduated from I.S.220 with high honors and was one of the two people who got into Stuyvesant. Honestly, this school sucks so bad, it\'s a joke. Out of the many kids that graduated, approximately 10 kids (should be a little less than that) received admission into a specialized high school, that\'s not the worst part, the teachers don\'t give the attention needed to failing students, they just spoon feed us the information, they act like they care, but yet they don\'t (this does not apply for EVERY teacher)My class ( I can\'t say from the others but I\'m sure it wasn\'t only my class) was, how can I say, lustful. This guy who got a 1 on the math state test, instead of actually realizing he\'s failing school and should help his grades, just disturbs the class with sexual noises with others laughing and joining him hoping to drag everyone else down with him. I barely saw the principal in my 3 years of attending this school, less than 10 times I guess? It was like the assistant principals did everything. I appreciate the dean\'s help on trying to discipline students when they do wrong, but she does it the wrong way. She instills fear into them hoping they would do right instead of just asking the guidance counselor for help, not like the guidance counselor does much either. We had no recreational activities to interest us to learn, no field trips (like BARELY), my class personally never had any field trips except something like six flags when we were graduating. In 6th grade our English teacher just made us feel bad she didn\'t take us to the aquarium and mocked us because we were talkative, like hell, she put it in our faces for a whole week before she went. There were some memorable teachers, but I do not prefer their teaching, for example, in 6th grade, our Social Studies teacher let us play on the laptop for the last 2 months before summer instead of actually learning something useful. Sure, I might have enjoyed it at the time, but I still don\'t agree with what he did.The atmosphere is also intense, we have certain kids trying to pick fights with others and we have others who were extremely invective. We had our 8th grade English teacher saying that 10 years ago, it was way worse, but it still is. I almost had to ask my parents to call 311 because my class and several others stayed in the auditorium because some of us kept talking and by the time we got to eat, we had 2-5 minutes to eat, which is barely enough time to have a proper lunch, which I can personally say doesn\'t feel legal to me, nonetheless the fact that our grade was the last grade to eat lunch, so we were hungry enough. I mean I was fully aware that some people in my class were failing some subjects in school, I was also fully aware that if I knew, I\'m pretty sure that the teacher could figure it out too considering she has all the test scores and etc. And yet we were denied any REAL help with issue we have in mind. Hell, in 8th grade, I have to say my math teacher was a nice person, in times, but I felt like screaming at times when she threatened to call my parents for using the word ""Hate"" in her class in the context of hating group work, because at times my group was full of slackers. The ONLY, AND I MEAN ONLY, memorable teacher I had if anyone was my 7th grade math teacher, who at the time when he became my math teacher was his first year teaching, and you know what most of my class mates did? They exploited that fact, and talked all year long and misbehaved when he tried his best to help them excel in their work.\nI know this school is one of the many that are not the worst, but I truly hated this school with all my heart, I liked some of my friends that I made but if I ever came back to this 3 years worth of memory in my life, I would not enjoy recalling it.', 'Nice']"
20K223,"[""Montiak is a great school. I go there still in there now at 724. I love going there to learn although there may be too much homework due sometimes. Lol, please don't post any bad things about Montuak, I am a current student there and I really enjoy Montuak. It is safe."", ""All the teachers at Montauk are great the regent teachers are amazing everyone in our class passed the regents with 70's or higher they are absolutely amazing plus the teachers are nice but strict when they need ti be. I can say that they are the people who made me who I am today!"", '', 'I am assuming that you actually meant to use the Chinese character for ""that"" as opposed to ""which,""as used in questions.  (There is no ""mouth"" radical used in the word ""that"".) Anyway, it is sad that you believe that at this school, your remaining dreams die.  Have you discussed your feelings with your parents and/or your guidance counselor?   From your prior posts, it seems that you are not very happy at your school.  I would encourage you to discuss your feelings with some of the adults in your life.  They can help.  Good luck!', 'Montauk is a nice school and all the teachers that I had in the past were really great. They care about us so much. I love the school.', 'I know right ,,, I graduated in that school ... Montauk I.S 223 is a good school and the teachers were so great .', 'Some one died in that school and All the blood is on the cafeteria floor on Friday December 20/2013', ""You're misinforming people. Give accurate information"", ""what ? are you serious ? You don't even study in that school ? How do you know ?"", 'Yes, a student from montauk died. But not in the school. It was outside the school, as in not in the school area. Their tombstome thing is in the school yard.', 'where im in the school no there isnt', 'where did you even get that information?', 'Montauk is not a safe place.', 'Yes it is. It depends who you hang out with', ""I don't known"", 'They do but it is in the Compass after school', 'Some one died in that school last Friday the 20 ', 'someone did die but not in the school he died of an asthma attack', ""That isn't true. "", 'Montauk is not a safe place', ""Can you stop giving inaccurate information ? That isn't true. If you don't like it, go to a different school"", 'How come you care so much about what evan says? he is in my class and it is true that it can be unsafe at times. we are students, so if anyone knows , we know!', 'it is a safe place and they only way it is ""unsafe"" is because a lot of the students like to run around the school and accidentally push into people but they don\'t mean any harm']"
