dbn,username,borough,grade_level,enrollment,comment,likes,dislikes,replies,post_date,fam_comm_ties,pct_ell,pct_disabilities,pct_self_contained,economic_need_index,pct_temp_housing,pct_hra_eligible,pct_asian,pct_black,pct_hispanic,pct_white,pct_chronic_absent
25Q194,UnOriginal,queens,Middle,1280,"its a pretty good school
currently still in it
but its kinda hard to make friends when you start at 7th or 8th instead of going through 6th grade first",0,0,0,2020-05-28T18:35:52,0.5,0.08900000000000001,0.141,0.032,0.889,0.055,0.40399999999999997,0.42700000000000005,0.013999999999999999,0.28300000000000003,0.264,0.138
25Q194,newslink,queens,Middle,1280,"<a href=""https://patch.com/new-york/queens/queens-middle-school-hosts-anti-bullying-event""> Queens local news site, Patch, </a> highlights JHS 194's participation in an anti-bullying program.",0,0,0,2017-11-21T15:58:42,0.5,0.08900000000000001,0.141,0.032,0.889,0.055,0.40399999999999997,0.42700000000000005,0.013999999999999999,0.28300000000000003,0.264,0.138
25Q194,Roy Bando,queens,Middle,1280,Yeooooooo should I go to this school?,0,0,0,2017-03-02T02:29:46,0.5,0.08900000000000001,0.141,0.032,0.889,0.055,0.40399999999999997,0.42700000000000005,0.013999999999999999,0.28300000000000003,0.264,0.138
25Q194,stella,queens,Middle,1280,im going to this school so if you know anything plz tell me,15,0,0,2014-11-13T20:51:56,0.5,0.08900000000000001,0.141,0.032,0.889,0.055,0.40399999999999997,0.42700000000000005,0.013999999999999999,0.28300000000000003,0.264,0.138
25Q194,newslink,queens,Middle,1280,"Chancellor Carmen Fariña announced 73 schools selected to join
the Learning Partners Program, an innovative and collaborative
initiative that brings schools together to share practices to improve learning
in the classroom and raise student outcomes. Through the program, one host school with strong practices in a particular focus area will support two partner schools seeking to strengthen their own practices in that area. J.H.S. 67 Louis Pasteur was chosen to host P.S. 30 Mary White Ovington and William Carr. Read more <a href=""http://schools.nyc.gov/Offices/mediarelations/NewsandSpeeches/2014-2015/Chancellor+Fariña+Announces+73+Schools+in+Learning+Partners+Program+for+2014–15+School+Year.htm"">here</a>.",0,0,0,2014-09-22T18:05:49,0.5,0.08900000000000001,0.141,0.032,0.889,0.055,0.40399999999999997,0.42700000000000005,0.013999999999999999,0.28300000000000003,0.264,0.138
25Q194,UnamedGuest,queens,Middle,1280,"It was an awful time, the teacher let the ""bullies"" bully us and do nothing about it, but in speechs about anti-bully they emphsize that no one should bully. When kids are top bullies they had nothing to do, so when us reports to the deans,teachers,or aps they do nothing about it or just ask us what to do. it was an awaful time. but the teachers were good at educations. also i seen many fights in JHS 194, one just happened today.",3,0,0,2014-04-09T23:14:29,0.5,0.08900000000000001,0.141,0.032,0.889,0.055,0.40399999999999997,0.42700000000000005,0.013999999999999999,0.28300000000000003,0.264,0.138
25Q194,anita,queens,Middle,1280,"As a graduate of 194, I can say that I really had an awful time. The deans treated the troublemakers like friends, while non-troublemakers were treated like criminals.",4,0,0,2013-11-25T02:43:55,0.5,0.08900000000000001,0.141,0.032,0.889,0.055,0.40399999999999997,0.42700000000000005,0.013999999999999999,0.28300000000000003,0.264,0.138
25Q194,STUPID HEAD,queens,Middle,1280,JHS 194 IS AWESOME,1,0,0,2013-11-19T00:58:35,0.5,0.08900000000000001,0.141,0.032,0.889,0.055,0.40399999999999997,0.42700000000000005,0.013999999999999999,0.28300000000000003,0.264,0.138
25Q194,newslink,queens,Middle,1280,"Marilyn DePietto, a math teacher at JHS 194, writes about giving special attention to a 6th grader with ""math anxiety"" to help him conquer his fear. Read more on Schoolbook: http://www.nytimes.com/schoolbook/2012/07/20/beating-back-the-math-demons/ ",0,0,0,2012-07-23T14:55:05,0.5,0.08900000000000001,0.141,0.032,0.889,0.055,0.40399999999999997,0.42700000000000005,0.013999999999999999,0.28300000000000003,0.264,0.138
25Q194,gust,queens,Middle,1280,some teachers are unfair like some certain o and o teacher but i love this school,1,0,0,2012-02-14T23:42:20,0.5,0.08900000000000001,0.141,0.032,0.889,0.055,0.40399999999999997,0.42700000000000005,0.013999999999999999,0.28300000000000003,0.264,0.138
25Q194,newslink,queens,Middle,1280,"Parents are outraged that bus service to JHS 194 was cancelled. Read more: <a href=""http://www.nydailynews.com/ny_local/queens/2011/09/26/2011-09-26_bus_cuts_leave_kids_stranded_7th__8thgraders_now_face_long_commutes.html"">7th & 8th-graders forced to take public transit, hours-long commutes as bus cuts leave kids stranded</a>.",0,0,0,2011-09-27T14:33:09,0.5,0.08900000000000001,0.141,0.032,0.889,0.055,0.40399999999999997,0.42700000000000005,0.013999999999999999,0.28300000000000003,0.264,0.138
25Q194,Elizacat33,queens,Middle,1280,"The ""mini school"" concept mentioned above did not materialize. 194 parents were told that the teachers would work as teams to avoid having multiple tests or projects due on the same day. That didn't happen and sixth grade was misery with a good number of students staying up until midnight trying to study and finish assignments. Another major problem is that the majortiy of tests that are given are ""departmental tests"". When tests need to be signed, all parents see is a Scantron with the answers but no questions. This becomes a problem when your child needs help studying for tests and parents have nothing to use as a reference.",1,0,0,2011-07-03T02:49:26,0.5,0.08900000000000001,0.141,0.032,0.889,0.055,0.40399999999999997,0.42700000000000005,0.013999999999999999,0.28300000000000003,0.264,0.138
25Q194,Anonymous,queens,Middle,1280,"Addressing the school's high rate of suspensions, Principal Anne Marie Iannizzi told Insideschools, ""My incidents are minor, but I have a high suspension rate. We follow the letter of the discipline code, but our students are not repeat offenders. Not following the rules in the cafeteria will get you a suspension, but I venture to say we have the safest cafeteria in the city.""",1,0,0,2007-03-20T15:30:19,0.5,0.08900000000000001,0.141,0.032,0.889,0.055,0.40399999999999997,0.42700000000000005,0.013999999999999999,0.28300000000000003,0.264,0.138
25Q194,rusiegel,queens,Middle,1280,"""I really like JHS 194. The teachers are great and so are the things I learn,"" writes a student, who adds that her only complaint is that the desks are old and covered with graffiti.",0,0,0,2006-04-04T18:55:22,0.5,0.08900000000000001,0.141,0.032,0.889,0.055,0.40399999999999997,0.42700000000000005,0.013999999999999999,0.28300000000000003,0.264,0.138
25Q194,ashleen,queens,Middle,1280,"A former student writes: ""194 is ... one of the schools that are still fairly safe. I never felt threatened at 194. Most of the teachers are nice and you can expect to make some good friends there.""",0,0,0,2004-11-17T15:12:01,0.5,0.08900000000000001,0.141,0.032,0.889,0.055,0.40399999999999997,0.42700000000000005,0.013999999999999999,0.28300000000000003,0.264,0.138
25Q194,nancy.wartik@gmail.com,queens,Middle,1280,"Diana, a student, writes: ""I attend this school, and I must say, that although it does have electives, unlike IS 25, it's a completely non-creative school. Everything is very black and white, the cafeteria is ridiculously strict, where the rules are satirically serious, in comparison to the rule enforcement in the rest of the school."" She adds: ""194 does have a good academic program, but, the library's books are mostly old and in mediocre shape and the desks and chairs are rusted and graffitied on. The teachers need to learn how to incorporate the humanities into all [the] subjects, including the factual ones, like math and science.""",1,0,0,2004-11-16T20:23:07,0.5,0.08900000000000001,0.141,0.032,0.889,0.055,0.40399999999999997,0.42700000000000005,0.013999999999999999,0.28300000000000003,0.264,0.138
25Q194,utson224,queens,Middle,1280,"Lisa, a student, writes that while it can be hard to find a good junior high school, JHS 194 is ""great."" She writes: ""I like the school, I met new friends, and the environment is safe and it's beautiful.""",0,0,0,2004-10-18T18:39:28,0.5,0.08900000000000001,0.141,0.032,0.889,0.055,0.40399999999999997,0.42700000000000005,0.013999999999999999,0.28300000000000003,0.264,0.138
25Q194,Anonymous,queens,Middle,1280,"<P>A 10th grader who graduated from Carr says the school is ""pretty inconsistent with detentions, and suspensions,"" recalling times when, in his opinion, misbehavior was punished either too severely or not severely enough. Academically, however, ""this school is perfect,"" filled with teachers who really know their profession. He laments the loss of the architecture class. ""I had no interest in architecture, but [the teacher] really made it fun for us."" </P>",0,0,0,2004-06-22T21:23:56,0.5,0.08900000000000001,0.141,0.032,0.889,0.055,0.40399999999999997,0.42700000000000005,0.013999999999999999,0.28300000000000003,0.264,0.138
25Q200,Angelina Domingo,queens,K-8,493,"I am a graduate of P.s/M.s 200Q and as I sit on my couch upset at the fact that I will not be returning for another amazing year, I am appalled at some of these comments. I have been attending P.s 200 since pre-k and all of my siblings went or go there too. Throughout all these years I still have no complaints. The only complaint I have is that it is not a high school. I have made so many friends in that school including some best friends.  Whenever I was upset my teachers would know and they would help me through my problems, wether it was drama or stress from school. P.s 200 isn't a school it is a family and I would do anything to go back. P.s 200 is a school where every teacher knows your name and every teacher cares. I have bonded with all of my teachers and will miss all of them personal. I will even miss the teachers that I didn't have the pleasure to study with because no matter what all the teachers would check up on you. P.s 200 was amazing academic wise and extra curricular wise. I was never bored in that school. I was always looking forward to something, wether it was all of our amazingly fun assemblys, all the fun battle of the classes, the teacher verses student sports tournaments or the drama and music classes. P.s 200 is a place to explore your interests, every Friday we would have a free period to join a club, wether it was school photography, writing, leaning through media or drama it was always fun. I was in school spirit and photography and media, I always had a blast wether it was helping out at bake sales, creating posters, creating inspiring videos using all the diverse children in our school or cutting out paper hearts. All of the teachers inspire the students to work hard to achieve their goals. Even if that student showed no interest at all the teachers would not give up. I am 100% proud to say I went to a school that wasn't just a school but a loving and understanding family. I am sad that I have to say good bye but I will definitly be visiting a lot.",0,0,0,2017-09-02T02:52:23,1.0,0.047,0.209,0.065,0.687,0.071,0.43,0.132,0.209,0.493,0.138,0.21
25Q200,Isabela,queens,K-8,493,"I am a recent graduate of this school, and I went to this school from the grades of Pre-K to Grade 8. 
I can tell you one thing: this school has it's ups and downs over the years, just as almost every other school, but we have been better because of it. 
I enjoyed my many years at this school as a whole, and this school does an incredibly great job at making you feel welcomed and part of a family. 
The principal Mr.McAulliffe has honestly been the best principal our school has experienced and had in the years I attended here. He has brought about positive change and I can honestly say that our school is now headed to a brighter future. 
There are some teachers that may have problems with a lot of students, and in all honesty, there are some teachers here that are just plan nasty, rude for no reason, etc;
However, there are many teachers here at this school that I can count at the top of y head whom are incredibly great people and are teachers I have grown close to. 
The teachers and staff here really do care about a child's well being and education, and I cannot stress that enough. 
The education here is great, and the effort the teachers put in for making sure their student understands the material, is outstanding and is always helpful. I found myself graduating this school with a confidence in my education and a confidence about my future that being at this school has caused for me entirely. 
I'm currently a freshman in high school, and I still honestly miss this school and the great people that are there. 
I'm grateful to have been a part of the great class of 2015 at this school.
There's many fun activities planned at this school and I have memories of so many fun yet educational fundraisers and activities this school has put together in the past, and from what I hear, they still do.

 ",0,0,0,2015-10-24T14:43:24,1.0,0.047,0.209,0.065,0.687,0.071,0.43,0.132,0.209,0.493,0.138,0.21
25Q200,newslink,queens,K-8,493,"The Reebok foundation is bringing its physical activity program, BOKS to P.S. 200 as part of an expansion of physical activity options for elementary school children. Read more <a href=""http://schools.nyc.gov/Offices/mediarelations/NewsandSpeeches/2013-2014/Chancellor+Walcott+Announces+Reebok+Partnership+to+Expand+Physical+Activity+Options+for+Elementary+S.htm"">here.</a>",0,0,0,2013-12-12T17:59:44,1.0,0.047,0.209,0.065,0.687,0.071,0.43,0.132,0.209,0.493,0.138,0.21
25Q200,Malcolm Wiggins,queens,K-8,493,Clearly the principal has way too much time on her hands.  A shame considering the state the school is in compared to other schools in the area.,0,0,0,2013-04-27T17:39:18,1.0,0.047,0.209,0.065,0.687,0.071,0.43,0.132,0.209,0.493,0.138,0.21
25Q200,Malcolm Wiggins,queens,K-8,493,"Watch out fellow parents, the classrooms have furry rodents scurrying around by the students' lunch bags.  My son told me he heard a secretary and a teacher discussing an exterminator.  Try not to talk about this in front of kids guys, geesh.",1,0,0,2013-03-10T20:15:31,1.0,0.047,0.209,0.065,0.687,0.071,0.43,0.132,0.209,0.493,0.138,0.21
25Q200,Malice,queens,K-8,493,The school is a hot mess,4,0,0,2013-02-27T01:06:52,1.0,0.047,0.209,0.065,0.687,0.071,0.43,0.132,0.209,0.493,0.138,0.21
25Q200,Angelina Domingo,queens,K-8,493,"I disagree, I went to that school since pre-k an all my family goes there and I never had any problems.",0,0,1,2017-09-02T03:06:12,1.0,0.047,0.209,0.065,0.687,0.071,0.43,0.132,0.209,0.493,0.138,0.21
25Q200,pomonok,queens,K-8,493,DANGER if you live around here or your child goes here. A school employee speeds over the sidewalk in front of the school to park his car on the sidewalk. Car is a Chevy Blazer plate BKU6623. ,4,0,0,2012-09-29T12:52:13,1.0,0.047,0.209,0.065,0.687,0.071,0.43,0.132,0.209,0.493,0.138,0.21
