dbn,username,borough,grade_level,enrollment,comment,likes,dislikes,replies,post_date,fam_comm_ties,pct_ell,pct_disabilities,pct_self_contained,economic_need_index,pct_temp_housing,pct_hra_eligible,pct_asian,pct_black,pct_hispanic,pct_white,pct_chronic_absent
24Q061,Belen,queens,Middle,2251,"Hello! I’m currently in 6th grade in this school and it’s wonderful!. Deans are awesome and so sweet,  I’m in Stanford academy! You know we have them smiles :) I am really happy to be in this school :) -from a happy student in is6",0,0,0,2019-12-19T22:38:43,0.75,0.32,0.212,0.091,0.889,0.115,0.784,0.059000000000000004,0.025,0.892,0.02,0.17800000000000002
24Q061,Cooki The loser,queens,Middle,2251,"Hello! I am currently in 4th grade, and even though this might sound bad according to half of the reviews, I hope to go here in two years, just a simple question, what time do the sixth graders have lunch? My sister goes here (but she's in eighth grade), she says they have lunch super early, but I'd like to know which exact time they have lunch. Thank you to anyone who answers my question!",0,0,0,2018-10-21T15:05:45,0.75,0.32,0.212,0.091,0.889,0.115,0.784,0.059000000000000004,0.025,0.892,0.02,0.17800000000000002
24Q061,Belen,queens,Middle,2251,We have different times. I go at 3rd periodt,0,0,1,2019-12-19T22:39:33,0.75,0.32,0.212,0.091,0.889,0.115,0.784,0.059000000000000004,0.025,0.892,0.02,0.17800000000000002
24Q061,Saya,queens,Middle,2251,"It actually depends on whi<b></b>ch academy you are in and all grades (6,7,8) from a same academy have lunch at the same time. I say that you don't go to this school. Most of the staff and teachers are nice and helpful but the problem is the students. Unless you are in honors classes.",0,0,1,2019-05-30T20:03:12,0.75,0.32,0.212,0.091,0.889,0.115,0.784,0.059000000000000004,0.025,0.892,0.02,0.17800000000000002
24Q061,Joanna Diaz Pacheco,queens,Middle,2251,"I am the parent of 2 current students. Now entering 7th and 8th grade., respectively. Both in honors (AP) classes, both with A averages, 3-4 score on state exams, both LOVE the school and have never had a problem there. As a parent, I feel very welcomed and satisfied with the education they are receiving and their safety. I give both thumbs up to IS61!",0,0,0,2017-08-30T21:09:16,0.75,0.32,0.212,0.091,0.889,0.115,0.784,0.059000000000000004,0.025,0.892,0.02,0.17800000000000002
24Q061,Crystal,queens,Middle,2251,Just wondering is there honor classes in this school? And how well do student do in the school,0,0,0,2016-11-24T22:27:23,0.75,0.32,0.212,0.091,0.889,0.115,0.784,0.059000000000000004,0.025,0.892,0.02,0.17800000000000002
24Q061,Jannei,queens,Middle,2251,There is honors btw :) kids get grades 2-4 :) usually 3,0,0,1,2019-12-19T22:40:39,0.75,0.32,0.212,0.091,0.889,0.115,0.784,0.059000000000000004,0.025,0.892,0.02,0.17800000000000002
24Q061,Ana,queens,Middle,2251,"There are honor classes in each grade and in every of the 5 academies. This includes Cornell, Harvard ,Princeton, Stanford, and Yale. In regards, to how well students perform in the school depends on those individuals. In this and other schools you go you would find people that want to be something in life and others who want to just relax and pretty much not try as hard.",0,0,1,2017-01-27T23:11:41,0.75,0.32,0.212,0.091,0.889,0.115,0.784,0.059000000000000004,0.025,0.892,0.02,0.17800000000000002
24Q061,Marlin,queens,Middle,2251,Do we have lockers,0,0,0,2015-09-06T12:44:38,0.75,0.32,0.212,0.091,0.889,0.115,0.784,0.059000000000000004,0.025,0.892,0.02,0.17800000000000002
24Q061,Doctor,queens,Middle,2251,I.S. 61 doesn't have lockers .,0,0,1,2015-11-21T15:46:28,0.75,0.32,0.212,0.091,0.889,0.115,0.784,0.059000000000000004,0.025,0.892,0.02,0.17800000000000002
24Q061,Maria carino,queens,Middle,2251,Is Cornell bad,1,0,0,2015-09-04T17:55:26,0.75,0.32,0.212,0.091,0.889,0.115,0.784,0.059000000000000004,0.025,0.892,0.02,0.17800000000000002
24Q061,denise,queens,Middle,2251,no it's not! they have wonderful teachers! I graduated there last year.,0,0,1,2016-03-13T20:39:51,0.75,0.32,0.212,0.091,0.889,0.115,0.784,0.059000000000000004,0.025,0.892,0.02,0.17800000000000002
24Q061,Marlin,queens,Middle,2251,Idk do you know if we have lockers,0,0,1,2015-09-06T12:45:57,0.75,0.32,0.212,0.091,0.889,0.115,0.784,0.059000000000000004,0.025,0.892,0.02,0.17800000000000002
24Q061,Insideschools,queens,Middle,2251,"An 8th grade graduate tells Insideschools ""I liked I61 because the school is divided into five academies and you really get to know the kids in your academy.""",0,0,0,2015-08-11T21:07:30,0.75,0.32,0.212,0.091,0.889,0.115,0.784,0.059000000000000004,0.025,0.892,0.02,0.17800000000000002
24Q061,Hajira van,queens,Middle,2251,Do you know the uniform ? I heard its a white shirt and black jeans. Can u just wear any white shirt or black jeans or do u need to buy a particular white shirt and black jeans. Please reply ASAP. thank you,0,0,1,2015-09-01T17:01:03,0.75,0.32,0.212,0.091,0.889,0.115,0.784,0.059000000000000004,0.025,0.892,0.02,0.17800000000000002
24Q061,Doctor,queens,Middle,2251,White/Navy blue shirt and khaki/black pants .,0,0,2,2015-11-21T16:09:08,0.75,0.32,0.212,0.091,0.889,0.115,0.784,0.059000000000000004,0.025,0.892,0.02,0.17800000000000002
24Q061,Marlin,queens,Middle,2251,Any white shirt,0,0,2,2015-09-06T12:45:23,0.75,0.32,0.212,0.091,0.889,0.115,0.784,0.059000000000000004,0.025,0.892,0.02,0.17800000000000002
24Q061,Don,queens,Middle,2251,It is the best school!!!!I am in Yale academy and everything is good EXCEPT uniform'.',1,0,0,2014-11-21T00:50:32,0.75,0.32,0.212,0.091,0.889,0.115,0.784,0.059000000000000004,0.025,0.892,0.02,0.17800000000000002
24Q061,cheese,queens,Middle,2251,Good school hate uniform and I.d,1,0,0,2014-05-26T17:13:06,0.75,0.32,0.212,0.091,0.889,0.115,0.784,0.059000000000000004,0.025,0.892,0.02,0.17800000000000002
